premise,hypothesis,true_label,predicted_label,word_overlap,categories,has_negation
A lady in a business suit sits at a desk and types on her keyboard.,the boy liked cowboys,contradiction,neutral,0.00%,"low_overlap, short_hypothesis",False
Two women are wet while holding hands with a long building and buses in the background.,Women are in the city.,entailment,neutral,80.00%,"high_overlap, missed_entailment",False
A dog running on grass,A dog is playing outside.,neutral,entailment,40.00%,false_entailment,False
A man in an orange vest is waiting at a train station.,A man is sitting outside a train station.,neutral,entailment,71.43%,"high_overlap, false_entailment",False
A man in an orange vest is waiting at a train station.,A man is sitting down on a bench.,neutral,contradiction,42.86%,other,False
A smiling policewoman holding a blue axe and wearing St. Patrick's Day memorabilia walking in front of assembled onlookers.,A policewoman is participating ina  parade.,entailment,neutral,33.33%,missed_entailment,False
"Two men, one with a black shirt and the other with a white shirt, are kicking each other without making contact.",Two men are kicking at each other,entailment,contradiction,71.43%,"negation, high_overlap, quantifier, false_contradiction",True
A man wearing all white is using an orange chainsaw to cut down a thick tree next to his house.,A person in white is cutting down a tree near his home with a saw.,entailment,neutral,46.15%,"long_hypothesis, quantifier, missed_entailment",False
A man wearing all white is using an orange chainsaw to cut down a thick tree next to his house.,A man is using an ax to chop wood outside of his home.,contradiction,entailment,53.85%,"quantifier, missed_contradiction",False
A woman hanging the laundry outside.,A woman is putting her clothes out to dry.,entailment,neutral,22.22%,missed_entailment,False
A batsman is about to swing for a baseball whilst the catcher and referee wait behind him.,Men are playing professional cricket,contradiction,neutral,0.00%,low_overlap,False
"A woman dressed in a light yellow tank top, white pants, and sunglasses looks to her right as she is drinking a bottle of water.",A woman looks to the side.,entailment,contradiction,66.67%,false_contradiction,False
"A boy hits a ball, with a bat, outside, while others in the background watch him.",The kid is hitting a baseball.,entailment,neutral,33.33%,missed_entailment,False
"A boy hits a ball, with a bat, outside, while others in the background watch him.",The kid is playing in a baseball game.,entailment,neutral,37.50%,missed_entailment,False
"Two professional soccer players compete in a stadium on AstroTurf during a soccer match, and one player is controlling the ball while the other is running after him trying to defend it.",The defending player is doing his best to prevent the offensive player from scoring a goal.,entailment,neutral,35.71%,"long_hypothesis, missed_entailment",False
"Two professional soccer players compete in a stadium on AstroTurf during a soccer match, and one player is controlling the ball while the other is running after him trying to defend it.",Both of the soccer players want control of the ball.,entailment,neutral,37.50%,missed_entailment,False
A cleaning women looking into a mall trashcan,The woman found a humean finger.,contradiction,neutral,16.67%,low_overlap,False
A cleaning women looking into a mall trashcan,The woman is cleaning.,neutral,entailment,0.00%,"low_overlap, short_hypothesis, false_entailment",False
Two Asian women are next to a table that has food on it.,The women are having a drink together.,neutral,contradiction,42.86%,other,False
a boy and girl hold hands walking down a railroad track,The boy and girl are arguing.,contradiction,neutral,50.00%,other,False
"Woman wearing a red sweater, brown slacks and a white hat, rollerblading on the street in front of a yellow building.",A woman is protesting something.,contradiction,neutral,40.00%,other,False
People walk amongst a traffic jam in a crowded city.,The traffic is halted and people are walking between the cars.,entailment,neutral,20.00%,missed_entailment,False
Four people stand next to some bikes while one of them points.,Four people are standing and one of them is pointing at an airplane in the sky.,neutral,contradiction,31.25%,"long_hypothesis, quantifier",False
A man in goggle swimming.,A man on the beach.,contradiction,entailment,40.00%,missed_contradiction,False
A man in goggle swimming.,A man smiling while swimming in goggles.,entailment,neutral,42.86%,missed_entailment,False
Young woman celebrates getting a strike during a bowling game.,The young women is outside.,contradiction,entailment,20.00%,missed_contradiction,False
The view of a man with a shaved head and blue shirt through a chain-linked fence.,A man with a shaved head and a beard behind a chain-linked fence.,entailment,neutral,80.00%,"high_overlap, missed_entailment",False
The person and the dog are sitting on the yellow canoe.,The man is using the dog as a paddle.,contradiction,neutral,25.00%,negation,True
The person and the dog are sitting on the yellow canoe.,The canoe is in the water.,neutral,entailment,20.00%,"negation, false_entailment",True
This young girl's eyes are filled with excitement as she swings in her bright yellow dress.,The girl is wearing black slippers.,neutral,contradiction,0.00%,low_overlap,False
Black greyhound dog racing down a track.,The dog is in a race.,entailment,neutral,33.33%,missed_entailment,False
A man and a woman are shopping at a large hardware warehouse store.,A man and woman are outside of a store.,neutral,entailment,75.00%,"high_overlap, false_entailment",False
"Two women, one walking her dog the other pushing a stroller.",The two women are outside.,entailment,neutral,40.00%,missed_entailment,False
"Two women, one walking her dog the other pushing a stroller.",There is a snowstorm.,contradiction,neutral,25.00%,"negation, short_hypothesis",True
A little boy with an orange shirt is playing outside with bubbles.,The boy was given a bubble bath after playing outside.,contradiction,neutral,30.00%,other,False
A woman dressed in a black shirt with purple bikini bottoms is playing volleyball in a fenced in area.,a woman is playing voleyball,entailment,contradiction,80.00%,"high_overlap, false_contradiction",False
An African American man getting his haircut by another man.,A Spanish man is cutting another mans hair.,neutral,contradiction,25.00%,negation,True
People walk in a subway hallway.,The subway is a busy place.,neutral,entailment,33.33%,false_entailment,False
Members of the military gather around some vehicles at night.,the military surrounds their own vehicles.,neutral,contradiction,33.33%,quantifier,False
A couch sits broken while a man sits a table behind them.,A man observes the broken furniture nearby,neutral,entailment,42.86%,false_entailment,False
Young barefoot girl begins to lose balance.,The girl is sitting on the floor.,contradiction,neutral,16.67%,low_overlap,False
Young barefoot girl begins to lose balance.,The girl is falling onto the concrete.,neutral,contradiction,16.67%,low_overlap,False
A group of people are standing inside an office,The couple is taking a picture.,contradiction,neutral,16.67%,low_overlap,False
"A smiling young girl with blond-hair, blue eyes, and a pink shirt, is holding a yellow flower towards the viewer outside.",A joyously smiling young girl with blond-hair,entailment,neutral,71.43%,"high_overlap, missed_entailment",False
a skateboarder ollies.,Someone is on a board with four wheels.,entailment,neutral,12.50%,"low_overlap, missed_entailment",False
